"h2","var.z","p0","t","nbar","nvar","nn"
0.5,0.1,0.25,95,19259,NA,1
0.5,0.1,0.25,96,19512,NA,1
0.5,0.1,0.25,97,19443,NA,1
0.5,0.1,0.25,98,19390,NA,1
0.5,0.1,0.25,99,19644,NA,1
0.5,0.1,0.25,100,19891,NA,1
0.5,0.1,0.75,0,20000,0,246
0.5,0.1,0.75,1,3258.14634146341,22136.4519661523,246
0.5,0.1,0.75,2,1122.40650406504,11538.3238758918,246
0.5,0.1,0.75,3,491.808943089431,5794.14702173552,246
0.5,0.1,0.75,4,257.821138211382,3254.4168574747,246
0.5,0.1,0.75,5,155.556910569106,2339.9294010287,246
0.5,0.1,0.75,6,109.621951219512,1716.77486311598,246
0.5,0.1,0.75,7,83.7439024390244,1599.46475858636,246
0.5,0.1,0.75,8,74.020325203252,1585.97917703667,246
0.5,0.1,0.75,9,72.2317073170732,1959.35425584868,246
0.5,0.1,0.75,10,76.9390243902439,2776.62075659532,246
0.5,0.1,0.75,11,88.280487804878,5088.88018914883,246
0.5,0.1,0.75,12,102.963414634146,8846.37824788452,246
0.5,0.1,0.75,13,125.130081300813,16776.0891322383,246
0.5,0.1,0.75,14,157.138211382114,31363.6134727062,246
0.5,0.1,0.75,15,206.548780487805,65637.0567944251,246
0.5,0.1,0.75,16,278.048780487805,143116.462916874,246
0.5,0.1,0.75,17,385.817073170732,329653.864360378,246
0.5,0.1,0.75,18,549.008130081301,751324.652994856,246
0.5,0.1,0.75,19,786.390243902439,1678744.70423096,246
0.5,0.1,0.75,20,1122.94308943089,3418796.60899287,246
0.5,0.1,0.75,21,1567.86991869919,6161218.20341795,246
0.5,0.1,0.75,22,2131.5243902439,10298407.9891986,246
0.5,0.1,0.75,23,2821.55691056911,15728887.3661357,246
0.5,0.1,0.75,24,3592.84959349594,21631448.3405509,246
0.5,0.1,0.75,25,4449.06910569106,27692983.060511,246
0.5,0.1,0.75,26,5310.36178861789,32922292.5828605,246
0.5,0.1,0.75,27,6220.20731707317,37401822.9323544,246
0.5,0.1,0.75,28,7126.70731707317,40980149.3997013,246
0.5,0.1,0.75,29,8020.75609756098,43113589.0423096,246
0.5,0.1,0.75,30,8918.21544715447,44279933.9493114,246
0.5,0.1,0.75,31,9777.12601626016,44506389.6534428,246
0.5,0.1,0.75,32,10595.8495934959,43546671.4670815,246
0.5,0.1,0.75,33,11372.2804878049,41763276.8801892,246
0.5,0.1,0.75,34,12090.6016260163,39577849.4733035,246
0.5,0.1,0.75,35,12829.0772357724,37118609.8511531,246
0.5,0.1,0.75,36,13434.4756097561,33738630.5443006,246
0.5,0.1,0.75,37,14048.5447154472,30423080.0694209,246
0.5,0.1,0.75,38,14565.3739837398,26357626.7085449,246
0.5,0.1,0.75,39,15111.0772357724,23169434.4389082,246
0.5,0.1,0.75,40,15550.0569105691,19912520.0049112,246
0.5,0.1,0.75,41,15970.5081300813,17075296.4795255,246
0.5,0.1,0.75,42,16351.3780487805,14841261.4442509,246
0.5,0.1,0.75,43,16684.8495934959,12798214.3405509,246
0.5,0.1,0.75,44,17027.7398373984,11244943.1320392,246
0.5,0.1,0.75,45,17268.3943089431,9901036.43572258,246
0.5,0.1,0.75,46,17520.0975609756,8701266.89656546,246
0.5,0.1,0.75,47,17722.6504065041,7606876.66912228,246
0.5,0.1,0.75,48,17898.2967479675,6808035.85035673,246
0.5,0.1,0.75,49,18053.2520325203,6140121.96071014,246
0.5,0.1,0.75,50,18238.4430894309,5374409.65185001,246
0.5,0.1,0.75,51,18350.9308943089,4746589.19112328,246
0.5,0.1,0.75,52,18485.7967479675,4223081.63198938,246
0.5,0.1,0.75,53,18587.7032520325,3754734.87076489,246
0.5,0.1,0.75,54,18699.3902439024,3293034.59810851,246
0.5,0.1,0.75,55,18791.6341463415,2914530.25744151,246
0.5,0.1,0.75,56,18910.743902439,2507636.10149328,246
0.5,0.1,0.75,57,19035.6951219512,2063452.01687407,246
0.5,0.1,0.75,58,19128.8699186992,1665911.25647918,246
0.5,0.1,0.75,59,19180.0528455285,1366871.97678779,246
0.5,0.1,0.75,60,19242.9837398374,1160239.46912228,246
0.5,0.1,0.75,61,19336.2073170732,916226.736436038,246
0.5,0.1,0.75,62,19392.1951219512,786308.116874067,246
0.5,0.1,0.75,63,19413.7154471545,744419.747270616,246
0.5,0.1,0.75,64,19449.4959349593,620763.091820143,246
0.5,0.1,0.75,65,19493.1544715447,484758.433184005,246
0.5,0.1,0.75,66,19559.8455284553,413471.420939107,246
0.5,0.1,0.75,67,19606.9471544715,380792.931889829,246
0.5,0.1,0.75,68,19631.5772357724,368320.37564294,246
0.5,0.1,0.75,69,19683.5894308943,324563.981765389,246
0.5,0.1,0.75,70,19752.2317073171,331752.472623196,246
0.5,0.1,0.75,71,19746.3292682927,271944.744201095,246
0.5,0.1,0.75,72,19742.7398373984,236357.719794259,246
0.5,0.1,0.75,73,19778.8211382114,207169.518898291,246
0.5,0.1,0.75,74,19776.7804878049,186268.237332006,246
0.5,0.1,0.75,75,19837.4390243902,242119.667695371,246
0.5,0.1,0.75,76,19831.3943089431,214479.162253194,246
0.5,0.1,0.75,77,19862.9105691057,189615.796051103,246
0.5,0.1,0.75,78,19856.1178861789,171746.006454289,246
0.5,0.1,0.75,79,19851.2357723577,166332.752347768,246
0.5,0.1,0.75,80,19844.6869918699,170145.962850506,246
0.5,0.1,0.75,81,19866.8577235772,188646.13885847,246
0.5,0.1,0.75,82,19885.6504065041,190872.701775344,246
0.5,0.1,0.75,83,19870.4471544715,174588.582910237,246
0.5,0.1,0.75,84,19907.7845528455,175773.198291024,246
0.5,0.1,0.75,85,19904.5731707317,175632.425236436,246
0.5,0.1,0.75,86,19916.6382113821,171494.615513522,246
0.5,0.1,0.75,87,19930.5569105691,169442.933482661,246
0.5,0.1,0.75,88,19941.4268292683,166651.535440518,246
0.5,0.1,0.75,89,19898.7479674797,154700.115812179,246
0.5,0.1,0.75,90,19918.0406504065,153007.590177534,246
0.5,0.1,0.75,91,19947.9227642276,139184.047071512,246
0.5,0.1,0.75,92,19942.0975609756,144017.002687904,246
0.5,0.1,0.75,93,19941.8983739837,153626.720242243,246
0.5,0.1,0.75,94,19946.6829268293,117611.123544052,246
0.5,0.1,0.75,95,19942.9227642276,140749.026663348,246
0.5,0.1,0.75,96,19957.8048780488,145110.867894475,246
0.5,0.1,0.75,97,19961.8130081301,155101.719993363,246
0.5,0.1,0.75,98,19966.9756097561,158561.738178198,246
0.5,0.1,0.75,99,19938.7317073171,153550.335888502,246
0.5,0.1,0.75,100,19945.6097560976,156230.394026879,246
0.5,0.1,0.964285714285714,0,20000,0,376
0.5,0.1,0.964285714285714,1,3248.54521276596,180967.896617021,376
0.5,0.1,0.964285714285714,2,1465.27393617021,109377.959425532,376
0.5,0.1,0.964285714285714,3,879.029255319149,78124.487141844,376
0.5,0.1,0.964285714285714,4,628.023936170213,62570.7114255319,376
0.5,0.1,0.964285714285714,5,544.191489361702,69463.5312340426,376
0.5,0.1,0.964285714285714,6,539.452127659574,95659.587035461,376
0.5,0.1,0.964285714285714,7,582.765957446809,158237.438411348,376
0.5,0.1,0.964285714285714,8,688.380319148936,314113.905638298,376
0.5,0.1,0.964285714285714,9,854.327127659574,649012.738035461,376
0.5,0.1,0.964285714285714,10,1154.53457446809,1639772.00413475,376
0.5,0.1,0.964285714285714,11,1605.52127659574,3748098.43687943,376
0.5,0.1,0.964285714285714,12,2176.01063829787,7082253.23721986,376
0.5,0.1,0.964285714285714,13,2913.77659574468,11726482.1526241,376
0.5,0.1,0.964285714285714,14,3716.64095744681,16729065.916078,376
0.5,0.1,0.964285714285714,15,4655.63563829787,22125460.0455532,376
0.5,0.1,0.964285714285714,16,5617.05053191489,27134593.4401064,376
0.5,0.1,0.964285714285714,17,6515.76861702128,30024727.8689858,376
0.5,0.1,0.964285714285714,18,7415.91223404255,32082187.5469433,376
0.5,0.1,0.964285714285714,19,8328.45744680851,33975176.5901844,376
0.5,0.1,0.964285714285714,20,9136.64893617021,33672036.7137589,376
0.5,0.1,0.964285714285714,21,9828.1170212766,32803320.9889362,376
0.5,0.1,0.964285714285714,22,10639.7207446809,32529921.2098085,376
0.5,0.1,0.964285714285714,23,11302.6595744681,30093270.3318014,376
0.5,0.1,0.964285714285714,24,11883.5877659574,28626090.0776099,376
0.5,0.1,0.964285714285714,25,12449.0079787234,27171729.9332695,376
0.5,0.1,0.964285714285714,26,12945.3430851064,25346559.9006454,376
0.5,0.1,0.964285714285714,27,13412.0425531915,23669324.9688511,376
0.5,0.1,0.964285714285714,28,13818.5026595745,21402230.4479929,376
0.5,0.1,0.964285714285714,29,14249.0212765957,19990303.0502128,376
0.5,0.1,0.964285714285714,30,14662.5,18619056.5653333,376
0.5,0.1,0.964285714285714,31,15034.3031914894,16548121.0864965,376
0.5,0.1,0.964285714285714,32,15396.8670212766,14953578.1316028,376
0.5,0.1,0.964285714285714,33,15727.8058510638,13568447.335539,376
0.5,0.1,0.964285714285714,34,15924.4494680851,12213261.8107731,376
0.5,0.1,0.964285714285714,35,16255.2260638298,11274413.5834255,376
0.5,0.1,0.964285714285714,36,16573.4574468085,10196027.9235177,376
0.5,0.1,0.964285714285714,37,16839.3617021277,9372739.78348936,376
0.5,0.1,0.964285714285714,38,17054.9760638298,8509659.43675886,376
0.5,0.1,0.964285714285714,39,17229.0585106383,7393182.67923404,376
0.5,0.1,0.964285714285714,40,17407.9654255319,6549077.48946808,376
0.5,0.1,0.964285714285714,41,17588.3404255319,6075763.46780142,376
0.5,0.1,0.964285714285714,42,17790.9388297872,5421576.28691489,376
0.5,0.1,0.964285714285714,43,18027.2207446808,5107073.31914184,376
0.5,0.1,0.964285714285714,44,18127.2925531915,4515027.81285106,376
0.5,0.1,0.964285714285714,45,18216.0372340426,4077514.29194326,376
0.5,0.1,0.964285714285714,46,18355.7234042553,3731638.26462411,376
0.5,0.1,0.964285714285714,47,18515.8989361702,3347186.30975887,376
0.5,0.1,0.964285714285714,48,18623.2287234043,3030572.34221277,376
0.5,0.1,0.964285714285714,49,18719.6489361702,3089622.07375887,376
0.5,0.1,0.964285714285714,50,18820.0372340426,2414218.9372766,376
0.5,0.1,0.964285714285714,51,18923.5585106383,2249002.39656738,376
0.5,0.1,0.964285714285714,52,19014.4760638298,2310381.2740922,376
0.5,0.1,0.964285714285714,53,19064.6010638298,2106396.51775887,376
0.5,0.1,0.964285714285714,54,19158.1329787234,2068013.44360284,376
0.5,0.1,0.964285714285714,55,19224.0904255319,1868454.20513475,376
0.5,0.1,0.964285714285714,56,19186.7739361702,1503125.43942553,376
0.5,0.1,0.964285714285714,57,19348.3430851064,1622683.42064539,376
0.5,0.1,0.964285714285714,58,19416.8138297872,1407527.76791489,376
0.5,0.1,0.964285714285714,59,19403.0771276596,1454036.55136879,376
0.5,0.1,0.964285714285714,60,19525.4787234043,1527261.2155461,376
0.5,0.1,0.964285714285714,61,19554.545212766,1372819.26195035,376
0.5,0.1,0.964285714285714,62,19563.1329787234,1348655.9022695,376
0.5,0.1,0.964285714285714,63,19553.2819148936,1261482.12297872,376
0.5,0.1,0.964285714285714,64,19589.4494680851,1326871.04277305,376
0.5,0.1,0.964285714285714,65,19578.3058510638,1227141.07687234,376
0.5,0.1,0.964285714285714,66,19658.1755319149,1094771.85710638,376
0.5,0.1,0.964285714285714,67,19841.1090425532,1269778.49741135,376
0.5,0.1,0.964285714285714,68,19752.0159574468,1148165.79174468,376
0.5,0.1,0.964285714285714,69,19691.9069148936,1062012.78331206,376
0.5,0.1,0.964285714285714,70,19740.1196808511,1091806.6496383,376
0.5,0.1,0.964285714285714,71,19785.9468085106,1226636.24782979,376
0.5,0.1,0.964285714285714,72,19870.2712765957,1106154.3155461,376
0.5,0.1,0.964285714285714,73,19843.8989361702,1033459.96842553,376
0.5,0.1,0.964285714285714,74,19851.4175531915,1129622.2331844,376
0.5,0.1,0.964285714285714,75,19753.8111702128,1213813.79624823,376
0.5,0.1,0.964285714285714,76,19917.1382978723,1008403.65015603,376
0.5,0.1,0.964285714285714,77,19834.2420212766,1009680.4612695,376
0.5,0.1,0.964285714285714,78,19774.3829787234,1007136.57293617,376
0.5,0.1,0.964285714285714,79,19949.1143617021,1173152.64021986,376
0.5,0.1,0.964285714285714,80,19790.7712765957,993562.454212766,376
0.5,0.1,0.964285714285714,81,20034.1888297872,1160539.86024823,376
0.5,0.1,0.964285714285714,82,20002.5744680851,1195215.19977305,376
0.5,0.1,0.964285714285714,83,19876.7845744681,1002364.40413475,376
0.5,0.1,0.964285714285714,84,19956.0186170213,1114893.87965248,376
0.5,0.1,0.964285714285714,85,19921.875,965346.211,376
0.5,0.1,0.964285714285714,86,19869.8723404255,1205616.61299291,376
0.5,0.1,0.964285714285714,87,19871.9920212766,1130832.7972695,376
0.5,0.1,0.964285714285714,88,19974.9680851064,1189748.61764539,376
0.5,0.1,0.964285714285714,89,19864.3377659574,1287051.86694326,376
0.5,0.1,0.964285714285714,90,19880.9760638298,1055172.45542553,376
0.5,0.1,0.964285714285714,91,19951.4920212766,1134638.1332695,376
0.5,0.1,0.964285714285714,92,19847.5877659574,1078493.0642766,376
0.5,0.1,0.964285714285714,93,20020.9069148936,1070929.58331206,376
0.5,0.1,0.964285714285714,94,19881.6329787234,1086002.25960284,376
0.5,0.1,0.964285714285714,95,19965.5664893617,1177657.47290071,376
0.5,0.1,0.964285714285714,96,19921.6063829787,1039385.42865248,376
0.5,0.1,0.964285714285714,97,19898.3723404255,1088641.81832624,376
0.5,0.1,0.964285714285714,98,19911.4734042553,1027215.23662411,376
0.5,0.1,0.964285714285714,99,19990.6276595745,1085226.41565957,376
0.5,0.1,0.964285714285714,100,19992.1489361702,1141699.6790922,376
0.5,0.2,0.25,0,20000,0,963
0.5,0.2,0.25,1,3779.73208722741,5297.28157848719,963
0.5,0.2,0.25,2,1236.51401869159,2343.07958497678,963
0.5,0.2,0.25,3,567.106957424714,1153.67357940255,963
0.5,0.2,0.25,4,325.542056074766,762.818135892902,963
0.5,0.2,0.25,5,215.938733125649,554.824724796687,963
0.5,0.2,0.25,6,157.86292834891,491.068509918977,963
0.5,0.2,0.25,7,124.025960539979,458.890177740645,963
0.5,0.2,0.25,8,102.557632398754,401.785396467639,963
0.5,0.2,0.25,9,88.4766355140187,391.33703149591,963
0.5,0.2,0.25,10,78.8691588785047,391.169972992403,963
0.5,0.2,0.25,11,72.6739356178608,423.93099353847,963
0.5,0.2,0.25,12,67.681204569055,454.040675470582,963
0.5,0.2,0.25,13,64.4974039460021,469.636947515452,963
0.5,0.2,0.25,14,62.527518172378,515.322266911052,963
0.5,0.2,0.25,15,61.3966770508827,595.443315349857,963
0.5,0.2,0.25,16,60.7009345794393,673.401111391766,963
0.5,0.2,0.25,17,60.9865005192108,753.934329009095,963
0.5,0.2,0.25,18,61.9958463136033,864.781687510659,963
0.5,0.2,0.25,19,63.5285565939772,1013.01451631358,963
0.5,0.2,0.25,20,65.6272066458982,1171.66233595206,963
0.5,0.2,0.25,21,67.8753894080997,1389.2339363087,963
0.5,0.2,0.25,22,71.208722741433,1623.87426894904,963
0.5,0.2,0.25,23,74.6843198338525,1914.00211354417,963
0.5,0.2,0.25,24,78.9179646936656,2254.96519668482,963
0.5,0.2,0.25,25,83.7497403946002,2737.22108880987,963
0.5,0.2,0.25,26,88.8234683281412,3287.62992683553,963
0.5,0.2,0.25,27,94.7632398753894,3961.59045602036,963
0.5,0.2,0.25,28,101.490134994808,4747.861389067,963
0.5,0.2,0.25,29,108.86188992731,5700.60356690263,963
0.5,0.2,0.25,30,116.644859813084,6723.37686284415,963
0.5,0.2,0.25,31,125.613707165109,8046.43482231333,963
0.5,0.2,0.25,32,135.128764278297,9592.66947321153,963
0.5,0.2,0.25,33,145.982346832814,11524.2148647569,963
0.5,0.2,0.25,34,157.863966770509,13827.7829310259,963
0.5,0.2,0.25,35,171.18691588785,16611.5034876717,963
0.5,0.2,0.25,36,185.669781931464,19928.1735869586,963
0.5,0.2,0.25,37,201.494288681205,23601.6514746234,963
0.5,0.2,0.25,38,218.453790238837,28082.7387668042,963
0.5,0.2,0.25,39,236.581516095535,33274.5221943727,963
0.5,0.2,0.25,40,256.569055036345,39792.2725133473,963
0.5,0.2,0.25,41,278.873312564901,47525.4059710321,963
0.5,0.2,0.25,42,303.43717549325,56441.9989076064,963
0.5,0.2,0.25,43,330.684319833853,67719.5073110494,963
0.5,0.2,0.25,44,361.2502596054,80874.9716085604,963
0.5,0.2,0.25,45,393.589823468328,96309.9386489293,963
0.5,0.2,0.25,46,429.421599169263,115453.256580808,963
0.5,0.2,0.25,47,467.104880581516,135970.303957444,963
0.5,0.2,0.25,48,508.307372793354,160983.096691947,963
0.5,0.2,0.25,49,552.994807892004,190444.023881538,963
0.5,0.2,0.25,50,601.353063343718,224879.384572207,963
0.5,0.2,0.25,51,655.103842159917,266326.525588133,963
0.5,0.2,0.25,52,713.208722741433,315408.766160841,963
0.5,0.2,0.25,53,775.664589823468,371572.628547311,963
0.5,0.2,0.25,54,843.025960539979,436033.093919944,963
0.5,0.2,0.25,55,917.808930425753,513761.131853637,963
0.5,0.2,0.25,56,997.055036344756,600155.829608185,963
0.5,0.2,0.25,57,1084.67393561786,706243.039101647,963
0.5,0.2,0.25,58,1177.68743509865,819970.28577751,963
0.5,0.2,0.25,59,1278.32398753894,953876.553966619,963
0.5,0.2,0.25,60,1386.89615784008,1105703.89772951,963
0.5,0.2,0.25,61,1502.61474558671,1275700.03957444,963
0.5,0.2,0.25,62,1627.72066458982,1473479.64850184,963
0.5,0.2,0.25,63,1761.03842159917,1698007.66276341,963
0.5,0.2,0.25,64,1906,1952972.96673597,963
0.5,0.2,0.25,65,2061.85254413292,2233635.28176847,963
0.5,0.2,0.25,66,2226.96884735203,2547332.0925836,963
0.5,0.2,0.25,67,2402.04465212876,2891202.62274424,963
0.5,0.2,0.25,68,2588.15576323988,3268212.16282278,963
0.5,0.2,0.25,69,2785.88473520249,3683694.34532807,963
0.5,0.2,0.25,70,2994.8753894081,4146642.90545398,963
0.5,0.2,0.25,71,3217.26375908619,4653379.31081621,963
0.5,0.2,0.25,72,3449.16718587747,5183549.28698864,963
0.5,0.2,0.25,73,3692.16095534787,5751448.43456541,963
0.5,0.2,0.25,74,3948.05919003115,6372582.13474654,963
0.5,0.2,0.25,75,4217.80789200415,7021240.30089399,963
0.5,0.2,0.25,76,4499.01869158879,7710691.91856918,963
0.5,0.2,0.25,77,4792.67912772586,8428826.75244331,963
0.5,0.2,0.25,78,5094.83592938733,9166883.20174308,963
0.5,0.2,0.25,79,5408.85462097612,9919279.84162883,963
0.5,0.2,0.25,80,5731.92938733126,10692726.5106012,963
0.5,0.2,0.25,81,6067.14537902388,11441300.2927723,963
0.5,0.2,0.25,82,6410.3707165109,12210423.7345678,963
0.5,0.2,0.25,83,6762.27414330218,12967500.8125012,963
0.5,0.2,0.25,84,7120.78193146417,13715535.224746,963
0.5,0.2,0.25,85,7486.79439252336,14432081.7872035,963
0.5,0.2,0.25,86,7855.02907580478,15095793.7538315,963
0.5,0.2,0.25,87,8231.76427829699,15745402.7167268,963
0.5,0.2,0.25,88,8615.29595015576,16359734.2730293,963
0.5,0.2,0.25,89,8995.7507788162,16908049.3536247,963
0.5,0.2,0.25,90,9376.65628245067,17395536.3838144,963
0.5,0.2,0.25,91,9757.86812045691,17787825.5511968,963
0.5,0.2,0.25,92,10144.0976116303,18170741.4831856,963
0.5,0.2,0.25,93,10527.6884735202,18457961.8633493,963
0.5,0.2,0.25,94,10907.8473520249,18693876.8321837,963
0.5,0.2,0.25,95,11284.7715472482,18846101.7959879,963
0.5,0.2,0.25,96,11657.3416407061,18922316.3810813,963
0.5,0.2,0.25,97,12022.0321910696,18909056.3783805,963
0.5,0.2,0.25,98,12379.4132917965,18824712.7333782,963
0.5,0.2,0.25,99,12728.8182762201,18644388.8848216,963
0.5,0.2,0.25,100,13072.8224299065,18406359.8738415,963
0.5,0.2,0.75,0,20000,0,1000
0.5,0.2,0.75,1,3769.452,25087.4311271271,1000
0.5,0.2,0.75,2,1618.888,15577.0745305305,1000
0.5,0.2,0.75,3,934.229,12469.1376966967,1000
0.5,0.2,0.75,4,650.045,11589.7847597598,1000
0.5,0.2,0.75,5,529.471,12081.3204794795,1000
0.5,0.2,0.75,6,490.179,16245.2582172172,1000
0.5,0.2,0.75,7,502.714,24661.2014054054,1000
0.5,0.2,0.75,8,561.556,41679.6845485485,1000
0.5,0.2,0.75,9,675.313,76590.6817127127,1000
0.5,0.2,0.75,10,863.802,152730.907703704,1000
0.5,0.2,0.75,11,1154.235,313936.856631632,1000
0.5,0.2,0.75,12,1591.586,648499.013617618,1000
0.5,0.2,0.75,13,2237.276,1352408.46829229,1000
0.5,0.2,0.75,14,3160.831,2675935.24968869,1000
0.5,0.2,0.75,15,4435.459,4871890.89721622,1000
0.5,0.2,0.75,16,6087.755,7865420.06704204,1000
0.5,0.2,0.75,17,8039.662,10890726.1659219,1000
0.5,0.2,0.75,18,10156.212,12694487.8248809,1000
0.5,0.2,0.75,19,12221.41,12443097.8737738,1000
0.5,0.2,0.75,20,14071.473,10528947.3706416,1000
0.5,0.2,0.75,21,15572.671,7833233.37613514,1000
0.5,0.2,0.75,22,16715.541,5236089.2836026,1000
0.5,0.2,0.75,23,17541.484,3351097.46721121,1000
0.5,0.2,0.75,24,18107.093,2157142.81917017,1000
0.5,0.2,0.75,25,18531.659,1407102.35107007,1000
0.5,0.2,0.75,26,18808.304,950857.124708709,1000
0.5,0.2,0.75,27,19021.041,684372.163482482,1000
0.5,0.2,0.75,28,19189.189,524891.394673674,1000
0.5,0.2,0.75,29,19337.206,398530.582146146,1000
0.5,0.2,0.75,30,19435.528,318127.150366366,1000
0.5,0.2,0.75,31,19535.398,254345.783379379,1000
0.5,0.2,0.75,32,19604.503,214036.92891992,1000
0.5,0.2,0.75,33,19657.526,191864.714038038,1000
0.5,0.2,0.75,34,19704.142,182187.88371972,1000
0.5,0.2,0.75,35,19763.034,174094.957801802,1000
0.5,0.2,0.75,36,19799.284,171510.22556957,1000
0.5,0.2,0.75,37,19814.634,161428.364408408,1000
0.5,0.2,0.75,38,19840.193,166046.630381381,1000
0.5,0.2,0.75,39,19877.384,172726.96550951,1000
0.5,0.2,0.75,40,19892.636,163015.783287287,1000
0.5,0.2,0.75,41,19901.513,157638.212043043,1000
0.5,0.2,0.75,42,19921.16,158934.775175175,1000
0.5,0.2,0.75,43,19924.683,164114.010521522,1000
0.5,0.2,0.75,44,19923.919,154737.570009009,1000
0.5,0.2,0.75,45,19940.327,153415.341412412,1000
0.5,0.2,0.75,46,19964.222,159411.386102102,1000
0.5,0.2,0.75,47,19977.18,154482.428028028,1000
0.5,0.2,0.75,48,19978.009,157094.373292292,1000
0.5,0.2,0.75,49,19972.885,158462.790565566,1000
0.5,0.2,0.75,50,19958.556,150806.78564965,1000
0.5,0.2,0.75,51,19978.251,149557.059058058,1000
0.5,0.2,0.75,52,19981.75,164887.456956957,1000
0.5,0.2,0.75,53,19970.146,159224.248932933,1000
0.5,0.2,0.75,54,19967.422,169877.771687688,1000
0.5,0.2,0.75,55,19960.27,173442.625725726,1000
0.5,0.2,0.75,56,19974.327,169125.719790791,1000
0.5,0.2,0.75,57,19971.475,165058.231606607,1000
0.5,0.2,0.75,58,19966.643,163408.740291291,1000
0.5,0.2,0.75,59,19989.23,159506.543643644,1000
0.5,0.2,0.75,60,19985.462,160061.277833834,1000
0.5,0.2,0.75,61,20006.609,139468.198317317,1000
0.5,0.2,0.75,62,19996.257,151890.223174174,1000
0.5,0.2,0.75,63,20005.09,169030.428328328,1000
0.5,0.2,0.75,64,20015.622,157628.417533534,1000
0.5,0.2,0.75,65,20024.377,156228.997868869,1000
0.5,0.2,0.75,66,19993.586,160276.591195195,1000
0.5,0.2,0.75,67,20014.199,145897.767166166,1000
0.5,0.2,0.75,68,20013.038,155625.550106106,1000
0.5,0.2,0.75,69,19999.033,151486.752663664,1000
0.5,0.2,0.75,70,20015.446,155205.904988989,1000
0.5,0.2,0.75,71,20011.792,155849.866602603,1000
0.5,0.2,0.75,72,20006.63,161124.631731732,1000
0.5,0.2,0.75,73,19990.453,156691.841632633,1000
0.5,0.2,0.75,74,20022.487,155317.08891992,1000
0.5,0.2,0.75,75,20016.078,157219.002918919,1000
0.5,0.2,0.75,76,20028.372,144218.542158158,1000
0.5,0.2,0.75,77,20023.702,158851.490686687,1000
0.5,0.2,0.75,78,19991.261,160533.886765766,1000
0.5,0.2,0.75,79,19983.662,146435.333089089,1000
0.5,0.2,0.75,80,19972.946,149232.857941942,1000
0.5,0.2,0.75,81,19999.421,156330.954713714,1000
0.5,0.2,0.75,82,19996.456,172471.419483483,1000
0.5,0.2,0.75,83,19984.594,149522.531695696,1000
0.5,0.2,0.75,84,19983.744,159258.040504505,1000
0.5,0.2,0.75,85,19998.575,145833.569944945,1000
0.5,0.2,0.75,86,20009.075,156675.661036036,1000
0.5,0.2,0.75,87,19977.48,162113.741341341,1000
0.5,0.2,0.75,88,19986.446,162773.632716717,1000
0.5,0.2,0.75,89,19983.407,150172.481832833,1000
0.5,0.2,0.75,90,20001.31,155419.557457457,1000
0.5,0.2,0.75,91,19989.599,162915.467666667,1000
0.5,0.2,0.75,92,19969.7,152885.341341341,1000
0.5,0.2,0.75,93,19988.343,151184.09945045,1000
0.5,0.2,0.75,94,19974.396,155456.47565966,1000
0.5,0.2,0.75,95,19982.041,150632.525844845,1000
0.5,0.2,0.75,96,20001.227,156115.050521522,1000
0.5,0.2,0.75,97,19994.748,153670.264760761,1000
0.5,0.2,0.75,98,20012.193,152360.338089089,1000
0.5,0.2,0.75,99,19988.213,163169.525156156,1000
0.5,0.2,0.75,100,19979.84,163503.678078078,1000
0.5,0.2,0.964285714285714,0,20000,0,981
0.5,0.2,0.964285714285714,1,3747.0122324159,202262.224340011,981
0.5,0.2,0.964285714285714,2,2000.78083588175,167568.189673178,981
0.5,0.2,0.964285714285714,3,1446.62691131498,169168.795356675,981
0.5,0.2,0.964285714285714,4,1305.84913353721,223159.499665065,981
0.5,0.2,0.964285714285714,5,1371.14576962283,377875.465464229,981
0.5,0.2,0.964285714285714,6,1614.31702344546,739156.239189498,981
0.5,0.2,0.964285714285714,7,2107.73088685015,1648810.62750421,981
0.5,0.2,0.964285714285714,8,2937.57696228338,3549736.98922382,981
0.5,0.2,0.964285714285714,9,4124.07849133537,6901973.92750629,981
0.5,0.2,0.964285714285714,10,5716.79918450561,11799104.0504483,981
0.5,0.2,0.964285714285714,11,7614.99082568807,17086264.780528,981
0.5,0.2,0.964285714285714,12,9621.07339449541,20590290.4537914,981
0.5,0.2,0.964285714285714,13,11475.25382263,21063456.0018349,981
0.5,0.2,0.964285714285714,14,13028.744138634,19754490.3375294,981
0.5,0.2,0.964285714285714,15,14283.8369011213,16559625.2754124,981
0.5,0.2,0.964285714285714,16,15326.4342507645,13505910.3030706,981
0.5,0.2,0.964285714285714,17,16087.4424057085,10268848.6163224,981
0.5,0.2,0.964285714285714,18,16823.876656473,7960492.86334228,981
0.5,0.2,0.964285714285714,19,17323.503567788,5968417.91554848,981
0.5,0.2,0.964285714285714,20,17737.4831804281,4647329.49691069,981
0.5,0.2,0.964285714285714,21,18092.4485219164,3749704.8843371,981
0.5,0.2,0.964285714285714,22,18390.9327217125,3053604.16281595,981
0.5,0.2,0.964285714285714,23,18598.373088685,2656698.26678525,981
0.5,0.2,0.964285714285714,24,18798.1518858308,2194695.2697643,981
0.5,0.2,0.964285714285714,25,18982.4036697248,1976355.81647632,981
0.5,0.2,0.964285714285714,26,19153.0356778797,1764067.43852171,981
0.5,0.2,0.964285714285714,27,19283.0591233435,1698429.9883376,981
