"h2","var.z","p0","t","nbar","nvar","nn"
1,0.2,0.964285714285714,39,19977.88,1116559.12472472,1000
1,0.2,0.964285714285714,40,20056.937,1038578.91194294,1000
1,0.2,0.964285714285714,41,20021.448,1094350.63793393,1000
1,0.2,0.964285714285714,42,20036.944,1085643.82669069,1000
1,0.2,0.964285714285714,43,19990.421,1162525.12688589,1000
1,0.2,0.964285714285714,44,19959.571,1173551.12007908,1000
1,0.2,0.964285714285714,45,20023.134,1017403.71776176,1000
1,0.2,0.964285714285714,46,19957.312,1169511.83248849,1000
1,0.2,0.964285714285714,47,19990.377,1061343.88475576,1000
1,0.2,0.964285714285714,48,19954.094,1126891.28444845,1000
1,0.2,0.964285714285714,49,20003.713,1044570.4691001,1000
1,0.2,0.964285714285714,50,19964.247,989965.157148148,1000
1,0.2,0.964285714285714,51,19939.511,1082628.95483383,1000
1,0.2,0.964285714285714,52,19976.538,1094686.15871471,1000
1,0.2,0.964285714285714,53,19984.069,1135577.40164064,1000
1,0.2,0.964285714285714,54,19949.95,1134271.1006006,1000
1,0.2,0.964285714285714,55,20028.686,1124760.17958358,1000
1,0.2,0.964285714285714,56,19972.08,1152363.87347347,1000
1,0.2,0.964285714285714,57,19989.389,1095763.35303203,1000
1,0.2,0.964285714285714,58,19962.03,1127214.44754755,1000
1,0.2,0.964285714285714,59,19998.327,1074643.19126226,1000
1,0.2,0.964285714285714,60,19952.697,1148832.2073984,1000
1,0.2,0.964285714285714,61,19955.844,1050134.80046446,1000
1,0.2,0.964285714285714,62,19979.977,1051096.38085185,1000
1,0.2,0.964285714285714,63,20025.707,1086527.12627728,1000
1,0.2,0.964285714285714,64,19961.676,1117587.39441842,1000
1,0.2,0.964285714285714,65,19971.974,1085517.01033433,1000
1,0.2,0.964285714285714,66,20005.408,1106422.48201802,1000
1,0.2,0.964285714285714,67,19974.413,1121214.15658759,1000
1,0.2,0.964285714285714,68,19984.155,1102606.95993493,1000
1,0.2,0.964285714285714,69,19928.492,1107894.93487087,1000
1,0.2,0.964285714285714,70,19967.475,1164700.31769269,1000
1,0.2,0.964285714285714,71,19964.667,1190141.95206306,1000
1,0.2,0.964285714285714,72,19928.096,1072317.33612012,1000
1,0.2,0.964285714285714,73,19956.212,1166391.18824424,1000
1,0.2,0.964285714285714,74,19930.102,1016500.31591191,1000
1,0.2,0.964285714285714,75,19965.33,1102662.15325325,1000
1,0.2,0.964285714285714,76,19961.264,1050528.11041441,1000
1,0.2,0.964285714285714,77,19948.121,1119902.1404995,1000
1,0.2,0.964285714285714,78,19942.312,1120938.26892493,1000
1,0.2,0.964285714285714,79,19989.724,1159055.24907307,1000
1,0.2,0.964285714285714,80,19989.204,1121054.23461862,1000
1,0.2,0.964285714285714,81,19985.279,1059150.21737638,1000
1,0.2,0.964285714285714,82,19977.455,998367.411386386,1000
1,0.2,0.964285714285714,83,19998.863,1126903.32555656,1000
1,0.2,0.964285714285714,84,19910.35,1136497.91941942,1000
1,0.2,0.964285714285714,85,19975.742,1107615.63106707,1000
1,0.2,0.964285714285714,86,19996.595,1114580.38936436,1000
1,0.2,0.964285714285714,87,19969.267,1064948.18189289,1000
1,0.2,0.964285714285714,88,20025.546,1157857.32320721,1000
1,0.2,0.964285714285714,89,20015.09,1054534.24814815,1000
1,0.2,0.964285714285714,90,19944.589,1152009.17925826,1000
1,0.2,0.964285714285714,91,19983.31,1102044.1960961,1000
1,0.2,0.964285714285714,92,19985.611,1093917.69737638,1000
1,0.2,0.964285714285714,93,19946.339,1122910.61068969,1000
1,0.2,0.964285714285714,94,19989.244,1157035.536,1000
1,0.2,0.964285714285714,95,19994.635,1118575.08285786,1000
1,0.2,0.964285714285714,96,19945.386,1089618.61561962,1000
1,0.2,0.964285714285714,97,20025.773,1190687.70117217,1000
1,0.2,0.964285714285714,98,20006.01,1128141.31921922,1000
1,0.2,0.964285714285714,99,20010.746,1086341.16665065,1000
1,0.2,0.964285714285714,100,20019.416,1092895.8527968,1000
1,0.4,0.25,0,20000,0,1000
1,0.4,0.25,1,4761.993,6990.30525625626,1000
1,0.4,0.25,2,2393.583,5136.6877987988,1000
1,0.4,0.25,3,1763.389,4750.92660560561,1000
1,0.4,0.25,4,1530.069,5123.89012912913,1000
1,0.4,0.25,5,1424.764,5458.51481881882,1000
1,0.4,0.25,6,1374.349,6512.37557457457,1000
1,0.4,0.25,7,1347.897,7503.15955055055,1000
1,0.4,0.25,8,1337.998,8219.16115715716,1000
1,0.4,0.25,9,1336.447,9115.99718818819,1000
1,0.4,0.25,10,1338.441,10464.1206396396,1000
1,0.4,0.25,11,1346.804,11829.7713553554,1000
1,0.4,0.25,12,1356.492,12932.8828188188,1000
1,0.4,0.25,13,1367.396,13955.2284124124,1000
1,0.4,0.25,14,1380.982,15152.8785545546,1000
1,0.4,0.25,15,1395.918,16645.3205965966,1000
1,0.4,0.25,16,1411.491,17978.077996997,1000
1,0.4,0.25,17,1428.139,19588.6583373373,1000
1,0.4,0.25,18,1445.339,21328.6547337337,1000
1,0.4,0.25,19,1464.49,22751.2631631632,1000
1,0.4,0.25,20,1482.658,24547.2102462462,1000
1,0.4,0.25,21,1502.143,26598.9154664665,1000
1,0.4,0.25,22,1518.642,28834.2320680681,1000
1,0.4,0.25,23,1538.933,30602.6811921922,1000
1,0.4,0.25,24,1559.231,31916.0396786787,1000
1,0.4,0.25,25,1577.766,33542.2575015015,1000
1,0.4,0.25,26,1599.532,35813.3243003003,1000
1,0.4,0.25,27,1619.301,38257.8522512512,1000
1,0.4,0.25,28,1641.397,40393.3147057057,1000
1,0.4,0.25,29,1662.747,42810.2372282282,1000
1,0.4,0.25,30,1684.336,45852.2033073073,1000
1,0.4,0.25,31,1707.722,49009.8485645646,1000
1,0.4,0.25,32,1731.196,51005.6932772773,1000
1,0.4,0.25,33,1755.523,53614.4519229229,1000
1,0.4,0.25,34,1778.221,56266.7368958959,1000
1,0.4,0.25,35,1801.62,59098.408008008,1000
1,0.4,0.25,36,1824.418,61985.718994995,1000
1,0.4,0.25,37,1846.637,64852.2114424424,1000
1,0.4,0.25,38,1869.518,67837.7013773774,1000
1,0.4,0.25,39,1891.728,70758.7827987988,1000
1,0.4,0.25,40,1914.629,73899.1044634635,1000
1,0.4,0.25,41,1939.485,76078.8926676677,1000
1,0.4,0.25,42,1963.525,78164.5699449449,1000
1,0.4,0.25,43,1990.606,81141.0518158158,1000
1,0.4,0.25,44,2016.118,84570.2082842843,1000
1,0.4,0.25,45,2041.31,87646.073973974,1000
1,0.4,0.25,46,2067.591,91841.4311501502,1000
1,0.4,0.25,47,2094.574,93607.3358598599,1000
1,0.4,0.25,48,2121.142,97107.0388748749,1000
1,0.4,0.25,49,2148.78,101232.38998999,1000
1,0.4,0.25,50,2173.964,104627.6964004,1000
1,0.4,0.25,51,2201.743,109015.544495496,1000
1,0.4,0.25,52,2229.562,114324.226382382,1000
1,0.4,0.25,53,2259.372,118514.600216216,1000
1,0.4,0.25,54,2287.913,124222.037468468,1000
1,0.4,0.25,55,2316.06,127847.153553554,1000
1,0.4,0.25,56,2343.745,132225.008983984,1000
1,0.4,0.25,57,2372.229,136088.575134134,1000
1,0.4,0.25,58,2402.985,140168.178953954,1000
1,0.4,0.25,59,2431.933,145371.305816817,1000
1,0.4,0.25,60,2462.64,149301.411811812,1000
1,0.4,0.25,61,2494.921,156797.698457457,1000
1,0.4,0.25,62,2527.807,161038.730481481,1000
1,0.4,0.25,63,2559.658,167898.027063063,1000
1,0.4,0.25,64,2592.413,172680.963394394,1000
1,0.4,0.25,65,2624.491,179599.085004004,1000
1,0.4,0.25,66,2656.833,186926.025136136,1000
1,0.4,0.25,67,2689.08,192964.776376376,1000
1,0.4,0.25,68,2720.954,199237.405289289,1000
1,0.4,0.25,69,2756.168,206375.405181181,1000
1,0.4,0.25,70,2789.726,214784.599523524,1000
1,0.4,0.25,71,2824.015,220093.211986987,1000
1,0.4,0.25,72,2858.776,225968.53636036,1000
1,0.4,0.25,73,2893.135,232553.638413413,1000
1,0.4,0.25,74,2927.546,241565.345229229,1000
1,0.4,0.25,75,2962.194,247677.712076076,1000
1,0.4,0.25,76,2996.972,254975.817033033,1000
1,0.4,0.25,77,3032.27,261071.496596597,1000
1,0.4,0.25,78,3067.751,268366.189188188,1000
1,0.4,0.25,79,3101.957,272181.084235235,1000
1,0.4,0.25,80,3139.985,279409.740515515,1000
1,0.4,0.25,81,3177.118,287727.93401001,1000
1,0.4,0.25,82,3214.736,298760.979283283,1000
1,0.4,0.25,83,3255.792,305623.690426426,1000
1,0.4,0.25,84,3293.366,313902.322366366,1000
1,0.4,0.25,85,3334.439,322083.920199199,1000
1,0.4,0.25,86,3375.019,331777.129768769,1000
1,0.4,0.25,87,3416.424,339713.798022022,1000
1,0.4,0.25,88,3459.037,347886.818449449,1000
1,0.4,0.25,89,3501.258,357024.139575576,1000
1,0.4,0.25,90,3542.49,368200.636536537,1000
1,0.4,0.25,91,3583.059,376736.415934935,1000
1,0.4,0.25,92,3624.62,387701.002602603,1000
1,0.4,0.25,93,3666.8,399406.398398398,1000
1,0.4,0.25,94,3710.015,411714.669444444,1000
1,0.4,0.25,95,3749.616,419071.508052052,1000
1,0.4,0.25,96,3794.908,427628.249785786,1000
1,0.4,0.25,97,3838.884,442019.161705706,1000
1,0.4,0.25,98,3882.605,449998.247222222,1000
1,0.4,0.25,99,3924.44,461146.879279279,1000
1,0.4,0.25,100,3969.943,472489.086837838,1000
1,0.4,0.75,0,20000,0,1000
1,0.4,0.75,1,4791.384,31248.477021021,1000
1,0.4,0.75,2,3456.093,40285.2095605606,1000
1,0.4,0.75,3,3699.101,72671.5943933934,1000
1,0.4,0.75,4,4717.748,149096.260756757,1000
1,0.4,0.75,5,6395.334,277896.274718719,1000
1,0.4,0.75,6,8701.207,429068.853004004,1000
1,0.4,0.75,7,11403.49,520529.495395395,1000
1,0.4,0.75,8,14090.684,474065.151295295,1000
1,0.4,0.75,9,16322.546,370635.431315315,1000
1,0.4,0.75,10,17889.689,271117.321600601,1000
1,0.4,0.75,11,18870.9,224904.238238238,1000
1,0.4,0.75,12,19410.575,196434.114489489,1000
1,0.4,0.75,13,19709.146,175564.84552953,1000
1,0.4,0.75,14,19849.93,179130.60970971,1000
1,0.4,0.75,15,19929.858,177470.001837838,1000
1,0.4,0.75,16,19979.473,173189.462733734,1000
1,0.4,0.75,17,19979.961,175023.278757758,1000
1,0.4,0.75,18,20003.154,177825.547831832,1000
1,0.4,0.75,19,20005.01,171598.770670671,1000
1,0.4,0.75,20,20007.022,162280.622138138,1000
1,0.4,0.75,21,20014.616,169083.720264264,1000
1,0.4,0.75,22,20008.521,169061.775334334,1000
1,0.4,0.75,23,19987.64,171321.776176176,1000
1,0.4,0.75,24,19980.736,176503.62592993,1000
1,0.4,0.75,25,19963.633,166443.832143143,1000
1,0.4,0.75,26,19976.341,172087.818537538,1000
1,0.4,0.75,27,19993.617,189189.938249249,1000
1,0.4,0.75,28,20011.092,173938.281817818,1000
1,0.4,0.75,29,19990.588,174133.37362963,1000
1,0.4,0.75,30,19968.684,175406.742886887,1000
1,0.4,0.75,31,19974.995,181165.932907908,1000
1,0.4,0.75,32,19999.625,184258.098473473,1000
1,0.4,0.75,33,19996.831,181114.727166166,1000
1,0.4,0.75,34,20007.707,179585.436587588,1000
1,0.4,0.75,35,19991.036,176012.288992993,1000
1,0.4,0.75,36,20016.728,172263.219235235,1000
1,0.4,0.75,37,20013.219,176402.887926927,1000
1,0.4,0.75,38,20001.425,188818.572947948,1000
1,0.4,0.75,39,20000.95,186273.587087087,1000
1,0.4,0.75,40,20011.004,177385.941925926,1000
1,0.4,0.75,41,20004.482,164894.197873874,1000
1,0.4,0.75,42,19987.094,172360.717881882,1000
1,0.4,0.75,43,19987.078,173505.313229229,1000
1,0.4,0.75,44,19995.968,165825.862838839,1000
1,0.4,0.75,45,19981.96,175831.692092092,1000
1,0.4,0.75,46,19986.093,170702.602953954,1000
1,0.4,0.75,47,19986.966,169474.821665666,1000
1,0.4,0.75,48,19982.35,170326.698198198,1000
1,0.4,0.75,49,19997.84,180896.693093093,1000
1,0.4,0.75,50,19985.021,166462.342901902,1000
1,0.4,0.75,51,19982.924,173484.967191191,1000
1,0.4,0.75,52,20001.178,177244.767083083,1000
1,0.4,0.75,53,19990.771,186754.098657658,1000
1,0.4,0.75,54,19987.094,177239.224388388,1000
1,0.4,0.75,55,19998.784,173463.032376376,1000
1,0.4,0.75,56,19991.083,181667.591702703,1000
1,0.4,0.75,57,20002.231,152284.550189189,1000
1,0.4,0.75,58,20007.595,158138.877852853,1000
1,0.4,0.75,59,20013.557,164759.770521522,1000
1,0.4,0.75,60,20027.338,189448.169925926,1000
1,0.4,0.75,61,19995.759,177602.087006006,1000
1,0.4,0.75,62,19998.121,178912.298657658,1000
1,0.4,0.75,63,19990.757,196521.040991992,1000
1,0.4,0.75,64,19984.773,193302.536007007,1000
1,0.4,0.75,65,19988.412,182183.281537538,1000
1,0.4,0.75,66,19975.599,176803.217416416,1000
1,0.4,0.75,67,19981.932,176946.646022022,1000
1,0.4,0.75,68,19981.494,182120.282246246,1000
1,0.4,0.75,69,19977.918,179362.429705706,1000
1,0.4,0.75,70,19979.259,184386.84075976,1000
1,0.4,0.75,71,19982.917,171559.245356356,1000
1,0.4,0.75,72,19981.612,158775.360816817,1000
1,0.4,0.75,73,19981.318,170856.008884885,1000
1,0.4,0.75,74,20004.087,171049.204635636,1000
1,0.4,0.75,75,19999.364,163311.993497497,1000
1,0.4,0.75,76,20002.289,157915.204683684,1000
1,0.4,0.75,77,20003.481,165661.164803804,1000
1,0.4,0.75,78,19994.288,155485.240296296,1000
1,0.4,0.75,79,19995.552,174300.24353954,1000
1,0.4,0.75,80,19992.918,164122.86414014,1000
1,0.4,0.75,81,20019.536,179353.063767768,1000
1,0.4,0.75,82,20013.69,177437.255155155,1000
1,0.4,0.75,83,20004.618,184199.185261261,1000
1,0.4,0.75,84,19993.759,184833.926845846,1000
1,0.4,0.75,85,19997.625,181563.828203203,1000
1,0.4,0.75,86,19995.639,174623.726405405,1000
1,0.4,0.75,87,20002.162,180993.459215215,1000
1,0.4,0.75,88,20009.101,176218.188987988,1000
1,0.4,0.75,89,20013.548,190674.916612613,1000
1,0.4,0.75,90,20024.476,193992.70613013,1000
1,0.4,0.75,91,20024.325,180302.181556557,1000
1,0.4,0.75,92,20032.293,177571.750901902,1000
1,0.4,0.75,93,20020.36,167183.377777778,1000
1,0.4,0.75,94,20008.101,167805.638437437,1000
1,0.4,0.75,95,20015.378,174163.058174174,1000
1,0.4,0.75,96,20007.029,179776.843002002,1000
1,0.4,0.75,97,19986.894,171303.794558559,1000
1,0.4,0.75,98,19974.13,181417.336436436,1000
1,0.4,0.75,99,19977.259,169295.673592593,1000
1,0.4,0.75,100,19976.698,179516.156952953,1000
1,0.4,0.964285714285714,0,20000,0,1000
1,0.4,0.964285714285714,1,4804.273,244480.733204204,1000
1,0.4,0.964285714285714,2,4448.068,415525.909285285,1000
1,0.4,0.964285714285714,3,5959.117,991914.738049049,1000
1,0.4,0.964285714285714,4,8967.025,2109346.16854354,1000
1,0.4,0.964285714285714,5,13000.831,2872790.58502402,1000
1,0.4,0.964285714285714,6,16597.09,2187548.67657658,1000
1,0.4,0.964285714285714,7,18647.867,1473510.40171271,1000
1,0.4,0.964285714285714,8,19492.977,1245485.1296006,1000
1,0.4,0.964285714285714,9,19747.525,1206452.85422923,1000
1,0.4,0.964285714285714,10,19865.399,1156854.83263163,1000
1,0.4,0.964285714285714,11,19946.695,1158066.98896396,1000
1,0.4,0.964285714285714,12,19981.209,1205332.76608508,1000
1,0.4,0.964285714285714,13,19992.593,1181631.38273373,1000
1,0.4,0.964285714285714,14,20025.003,1200326.15915015,1000
1,0.4,0.964285714285714,15,20017.075,1149031.15853353,1000
1,0.4,0.964285714285714,16,19978.935,1117740.225,1000
1,0.4,0.964285714285714,17,19960.578,1133896.43835435,1000
1,0.4,0.964285714285714,18,19980.985,1227434.86564064,1000
1,0.4,0.964285714285714,19,19999.268,1134045.21739339,1000
1,0.4,0.964285714285714,20,19971.492,1089617.11705305,1000
1,0.4,0.964285714285714,21,19973.614,1128425.36637037,1000
1,0.4,0.964285714285714,22,19971.849,1124015.42362262,1000
1,0.4,0.964285714285714,23,19998.485,1224693.1269019,1000
1,0.4,0.964285714285714,24,19963.235,1157013.26704204,1000
1,0.4,0.964285714285714,25,19987.444,1106205.10596997,1000
1,0.4,0.964285714285714,26,19942.482,1120818.4200961,1000
1,0.4,0.964285714285714,27,19991.224,1158077.68550951,1000
1,0.4,0.964285714285714,28,19908.929,1185368.14810711,1000
1,0.4,0.964285714285714,29,19977.465,1080800.24301802,1000
1,0.4,0.964285714285714,30,20037.635,1137861.67344845,1000
1,0.4,0.964285714285714,31,20013.522,1062525.39491091,1000
1,0.4,0.964285714285714,32,19975.487,1057328.71854955,1000
1,0.4,0.964285714285714,33,19973.524,1142200.59001401,1000
1,0.4,0.964285714285714,34,19953.435,1219800.06984484,1000
1,0.4,0.964285714285714,35,19985.471,1165946.60376276,1000
1,0.4,0.964285714285714,36,20002.519,1160674.34398298,1000
1,0.4,0.964285714285714,37,19986.067,1192031.05756857,1000
1,0.4,0.964285714285714,38,20023.045,1091636.75372873,1000
1,0.4,0.964285714285714,39,19968.115,1096766.70247748,1000
1,0.4,0.964285714285714,40,19890.763,1190848.71154254,1000
1,0.4,0.964285714285714,41,19958.598,1137705.03543143,1000
1,0.4,0.964285714285714,42,19948.768,1178963.37354955,1000
1,0.4,0.964285714285714,43,19961.789,1196591.39987888,1000
1,0.4,0.964285714285714,44,20012.518,1168984.10177778,1000
1,0.4,0.964285714285714,45,19960.101,1170522.72152052,1000
1,0.4,0.964285714285714,46,19998.025,1156517.66403904,1000
1,0.4,0.964285714285714,47,20014.131,1101704.84668569,1000
1,0.4,0.964285714285714,48,19972.971,1221181.71187087,1000
1,0.4,0.964285714285714,49,19962.461,1157504.16264164,1000
1,0.4,0.964285714285714,50,19971.333,1146188.45656757,1000
1,0.4,0.964285714285714,51,19944.665,1167354.43521021,1000
1,0.4,0.964285714285714,52,19982.462,1084237.55611211,1000
1,0.4,0.964285714285714,53,19988.677,1158324.4250961,1000
1,0.4,0.964285714285714,54,20024.331,1101420.03347247,1000
1,0.4,0.964285714285714,55,19943.386,1130060.53954354,1000
1,0.4,0.964285714285714,56,19938.859,1137836.76388288,1000
1,0.4,0.964285714285714,57,19975.189,1165258.00728629,1000
1,0.4,0.964285714285714,58,19932.935,1218851.8266016,1000
1,0.4,0.964285714285714,59,20019.285,1174871.30107608,1000
1,0.4,0.964285714285714,60,19956.776,1172523.19301702,1000
1,0.4,0.964285714285714,61,19983.802,1086636.34313914,1000
1,0.4,0.964285714285714,62,20002.147,1086647.47886987,1000
1,0.4,0.964285714285714,63,20005.264,1113153.54184585,1000
1,0.4,0.964285714285714,64,19998.654,1112897.39167568,1000
1,0.4,0.964285714285714,65,20003.752,1179864.18267868,1000
1,0.4,0.964285714285714,66,19977.702,1114511.07026627,1000
1,0.4,0.964285714285714,67,19954.437,1112439.71975075,1000
1,0.4,0.964285714285714,68,19934.668,1078958.14992593,1000
1,0.4,0.964285714285714,69,19973.751,1182902.65365265,1000
1,0.4,0.964285714285714,70,19989.168,1178395.97775375,1000
1,0.4,0.964285714285714,71,19945.372,1097106.72634234,1000
1,0.4,0.964285714285714,72,19946.174,1215579.91163564,1000
1,0.4,0.964285714285714,73,19880.314,1058665.61301702,1000
1,0.4,0.964285714285714,74,20019.299,1172273.93753654,1000
1,0.4,0.964285714285714,75,19992.821,1142056.44740641,1000
1,0.4,0.964285714285714,76,20002.841,1163642.69641542,1000
1,0.4,0.964285714285714,77,20014.458,1094000.75098699,1000
1,0.4,0.964285714285714,78,19946.649,1071462.53633534,1000
1,0.4,0.964285714285714,79,19995.286,1073227.33353754,1000
1,0.4,0.964285714285714,80,19947.511,1146629.23711612,1000
1,0.4,0.964285714285714,81,19987.604,1107302.84002402,1000
1,0.4,0.964285714285714,82,20000.25,1115974.17967968,1000
1,0.4,0.964285714285714,83,19991.806,1200803.50586987,1000
1,0.4,0.964285714285714,84,19958.348,1118056.53743343,1000
1,0.4,0.964285714285714,85,20005.829,1116381.24900801,1000
1,0.4,0.964285714285714,86,20024.495,1035825.45743243,1000
1,0.4,0.964285714285714,87,20025.989,1165385.33221121,1000
1,0.4,0.964285714285714,88,19991.974,1071387.677001,1000
1,0.4,0.964285714285714,89,19983.085,1172937.16493994,1000
1,0.4,0.964285714285714,90,19881.689,1120372.24252152,1000
1,0.4,0.964285714285714,91,20023.256,1076088.25271672,1000
1,0.4,0.964285714285714,92,19947.602,1240581.24684284,1000
1,0.4,0.964285714285714,93,19967.504,1170625.47345746,1000
1,0.4,0.964285714285714,94,19950.164,1040927.03614014,1000
1,0.4,0.964285714285714,95,19972.588,1112615.33158759,1000
1,0.4,0.964285714285714,96,19942.056,1136253.74861261,1000
1,0.4,0.964285714285714,97,19948.744,1155545.05752152,1000
1,0.4,0.964285714285714,98,19987.378,1136201.99511111,1000
1,0.4,0.964285714285714,99,19913.373,1086310.61248348,1000
1,0.4,0.964285714285714,100,20019.127,1156057.61048148,1000
