"p0","var.z","h2","t","nbar","nvar","psrv","nn"
0.75,0.2,0.5,87,2017725.48,1653722275.42302,1,1000
0.75,0.2,0.5,88,2018631.046,1660453827.34323,1,1000
0.75,0.2,0.5,89,2018324.107,1531909487.17673,1,1000
0.75,0.2,0.5,90,2020132.31,1585434905.62352,1,1000
0.75,0.2,0.5,91,2018949.499,1661900685.66767,1,1000
0.75,0.2,0.5,92,2016939.7,1559583367.02302,1,1000
0.75,0.2,0.5,93,2018822.643,1542228998.49405,1,1000
0.75,0.2,0.5,94,2017413.996,1585811508.20419,1,1000
0.75,0.2,0.5,95,2018186.141,1536602396.14326,1,1000
0.75,0.2,0.5,96,2020123.927,1592529630.37004,1,1000
0.75,0.2,0.5,97,2019469.548,1567590370.82452,1,1000
0.75,0.2,0.5,98,2021231.493,1554227808.8468,1,1000
0.75,0.2,0.5,99,2018809.513,1664492326.11795,1,1000
0.75,0.2,0.5,100,2017963.84,1667901020.07447,1,1000
0.75,0.2,1,0,2020000,0,1,1000
0.75,0.2,1,1,381752.831,261689516.90134,1,1000
0.75,0.2,1,2,195754.463,204648586.140772,1,1000
0.75,0.2,1,3,151389.001,254836697.086085,1,1000
0.75,0.2,1,4,152041.865,417713159.772548,1,1000
0.75,0.2,1,5,180812.119,834502832.807647,1,1000
0.75,0.2,1,6,238982.766,1753137513.1604,1,1000
0.75,0.2,1,7,337211.124,3852676672.7734,1,1000
0.75,0.2,1,8,488284.399,7926346526.51832,1,1000
0.75,0.2,1,9,700721.234,14021798564.3156,1,1000
0.75,0.2,1,10,969658.277,19907259220.4007,1,1000
0.75,0.2,1,11,1262553.732,20888129247.0052,1,1000
0.75,0.2,1,12,1528655.301,15218887468.0024,1,1000
0.75,0.2,1,13,1730268.471,8191857657.845,1,1000
0.75,0.2,1,14,1856006.199,4150153984.61201,1,1000
0.75,0.2,1,15,1929879.013,2417332283.47831,1,1000
0.75,0.2,1,16,1968474.345,1897347534.11209,1,1000
0.75,0.2,1,17,1990777.973,1695550219.64792,1,1000
0.75,0.2,1,18,2000678.094,1747203920.46563,1,1000
0.75,0.2,1,19,2007589.019,1697347727.42206,1,1000
0.75,0.2,1,20,2010799.203,1562334855.39719,1,1000
0.75,0.2,1,21,2014506.408,1529431399.65319,1,1000
0.75,0.2,1,22,2015574.079,1453167341.29005,1,1000
0.75,0.2,1,23,2016636.296,1648254008.27666,1,1000
0.75,0.2,1,24,2017178.161,1542561719.86494,1,1000
0.75,0.2,1,25,2017054.638,1648101740.45141,1,1000
0.75,0.2,1,26,2018537.419,1748478741.93738,1,1000
0.75,0.2,1,27,2020945.36,1750227746.38679,1,1000
0.75,0.2,1,28,2020632.361,1719592054.97966,1,1000
0.75,0.2,1,29,2018349.559,1598693620.33886,1,1000
0.75,0.2,1,30,2019447.53,1443876753.899,1,1000
0.75,0.2,1,31,2017272.495,1426328867.84582,1,1000
0.75,0.2,1,32,2018167.052,1563918884.9042,1,1000
0.75,0.2,1,33,2018062.517,1663515438.73845,1,1000
0.75,0.2,1,34,2020416.625,1649478718.39277,1,1000
0.75,0.2,1,35,2020311.181,1698071167.22947,1,1000
0.75,0.2,1,36,2020049.692,1628953862.82796,1,1000
0.75,0.2,1,37,2019353.196,1573126688.25984,1,1000
0.75,0.2,1,38,2019043.833,1644240443.9931,1,1000
0.75,0.2,1,39,2019559.64,1515746845.602,1,1000
0.75,0.2,1,40,2020712.353,1614941408.3127,1,1000
0.75,0.2,1,41,2020299.97,1590604731.57868,1,1000
0.75,0.2,1,42,2022137.463,1579659940.12275,1,1000
0.75,0.2,1,43,2019395.919,1534172529.37982,1,1000
0.75,0.2,1,44,2020356.126,1614470417.55368,1,1000
0.75,0.2,1,45,2020913.545,1553455363.63961,1,1000
0.75,0.2,1,46,2018380.162,1590833681.80156,1,1000
0.75,0.2,1,47,2018219.875,1576610606.39177,1,1000
0.75,0.2,1,48,2020031.714,1668961893.48169,1,1000
0.75,0.2,1,49,2019856.277,1583574383.84211,1,1000
0.75,0.2,1,50,2018825.875,1526719690.37975,1,1000
0.75,0.2,1,51,2018743.257,1691870208.18313,1,1000
0.75,0.2,1,52,2019731.542,1687120650.00024,1,1000
0.75,0.2,1,53,2020237.653,1647248253.05765,1,1000
0.75,0.2,1,54,2019335.723,1573070662.27455,1,1000
0.75,0.2,1,55,2018807.19,1572475346.91481,1,1000
0.75,0.2,1,56,2020890.416,1594686633.07602,1,1000
0.75,0.2,1,57,2018997.07,1549295746.33944,1,1000
0.75,0.2,1,58,2019871.023,1691041767.71619,1,1000
0.75,0.2,1,59,2021099.587,1584796769.57,1,1000
0.75,0.2,1,60,2018938.591,1492236588.84256,1,1000
0.75,0.2,1,61,2017716.693,1655895006.23298,1,1000
0.75,0.2,1,62,2019275.325,1498305933.21859,1,1000
0.75,0.2,1,63,2019660.943,1549444038.1539,1,1000
0.75,0.2,1,64,2019014.038,1665794906.25681,1,1000
0.75,0.2,1,65,2019104.433,1760033214.21172,1,1000
0.75,0.2,1,66,2019825.573,1737378326.5272,1,1000
0.75,0.2,1,67,2018893.444,1793024419.97884,1,1000
0.75,0.2,1,68,2018282.596,1611316119.88267,1,1000
0.75,0.2,1,69,2019303.1,1636992047.25726,1,1000
0.75,0.2,1,70,2019530.35,1625474061.3969,1,1000
0.75,0.2,1,71,2017036.862,1591158145.08004,1,1000
0.75,0.2,1,72,2020385.416,1642617670.47542,1,1000
0.75,0.2,1,73,2019296.636,1675347140.50601,1,1000
0.75,0.2,1,74,2019973.74,1614077235.64204,1,1000
0.75,0.2,1,75,2019846.581,1548801386.2637,1,1000
0.75,0.2,1,76,2018971.416,1625015890.92587,1,1000
0.75,0.2,1,77,2019578.325,1586211942.80218,1,1000
0.75,0.2,1,78,2017536.61,1449451531.98388,1,1000
0.75,0.2,1,79,2020947.481,1546807322.5582,1,1000
0.75,0.2,1,80,2018729.218,1743928254.91139,1,1000
0.75,0.2,1,81,2019769.013,1753937767.69252,1,1000
0.75,0.2,1,82,2017898.594,1699342727.75091,1,1000
0.75,0.2,1,83,2017569.637,1694589538.27751,1,1000
0.75,0.2,1,84,2017615.794,1604305988.39396,1,1000
0.75,0.2,1,85,2019168.063,1640059176.83186,1,1000
0.75,0.2,1,86,2019519.139,1514168554.63231,1,1000
0.75,0.2,1,87,2019606.1,1607197734.34034,1,1000
0.75,0.2,1,88,2020510.959,1614112475.74707,1,1000
0.75,0.2,1,89,2019057.064,1613615369.32523,1,1000
0.75,0.2,1,90,2017984.949,1566023502.36076,1,1000
0.75,0.2,1,91,2020284.618,1687652060.2203,1,1000
0.75,0.2,1,92,2019924.351,1688312287.75956,1,1000
0.75,0.2,1,93,2021671.954,1565296305.69558,1,1000
0.75,0.2,1,94,2019771.235,1535735274.95473,1,1000
0.75,0.2,1,95,2020089.385,1460333128.35713,1,1000
0.75,0.2,1,96,2020953.844,1513166354.7324,1,1000
0.75,0.2,1,97,2021171.297,1504785479.92071,1,1000
0.75,0.2,1,98,2020547.117,1548976564.41172,1,1000
0.75,0.2,1,99,2019638.622,1587531573.7849,1,1000
0.75,0.2,1,100,2019932.128,1732228158.63425,1,1000
0.75,0.4,0.25,0,2020000,0,1,1000
0.75,0.4,0.25,1,484056.539,339094991.223703,1,1000
0.75,0.4,0.25,2,247258.807,241556040.223975,1,1000
0.75,0.4,0.25,3,159325.884,219710319.88643,1,1000
0.75,0.4,0.25,4,117951.537,207276155.432063,1,1000
0.75,0.4,0.25,5,97047.567,220089008.443955,1,1000
0.75,0.4,0.25,6,87131.993,271962057.790742,1,1000
0.75,0.4,0.25,7,84270.259,361736671.727647,1,1000
0.75,0.4,0.25,8,87446.002,534854388.040036,1,1000
0.75,0.4,0.25,9,95714.67,813828194.091191,1,1000
0.75,0.4,0.25,10,110131.511,1355130657.54342,1,1000
0.75,0.4,0.25,11,132075.175,2277746688.03441,1,1000
0.75,0.4,0.25,12,163561.521,3969174910.40396,1,1000
0.75,0.4,0.25,13,207516.62,7078555789.82943,1,1000
0.75,0.4,0.25,14,267727.871,12367672555.1135,1,1000
0.75,0.4,0.25,15,348646.95,20840343581.7593,1,1000
0.75,0.4,0.25,16,453538.783,33188681204.8908,1,1000
0.75,0.4,0.25,17,583122.692,49048353235.0822,1,1000
0.75,0.4,0.25,18,735246.165,65706406138.3061,1,1000
0.75,0.4,0.25,19,903395.207,78898736178.4046,1,1000
0.75,0.4,0.25,20,1077793.927,83926338765.5372,1,1000
0.75,0.4,0.25,21,1246688.753,79077799118.8288,1,1000
0.75,0.4,0.25,22,1397637.899,67139372244.9257,1,1000
0.75,0.4,0.25,23,1525072.629,51940598587.5329,1,1000
0.75,0.4,0.25,24,1627605.102,36970250136.2118,1,1000
0.75,0.4,0.25,25,1708196.032,25390610977.6246,1,1000
0.75,0.4,0.25,26,1766945.51,17048207855.087,1,1000
0.75,0.4,0.25,27,1812738.001,11344089149.9009,1,1000
0.75,0.4,0.25,28,1846846.812,7900529025.53019,1,1000
0.75,0.4,0.25,29,1874588.583,5350360934.30141,1,1000
0.75,0.4,0.25,30,1896275.909,4268672116.07479,1,1000
0.75,0.4,0.25,31,1912355.513,3622365518.11595,1,1000
0.75,0.4,0.25,32,1925410.571,2725907862.13509,1,1000
0.75,0.4,0.25,33,1940708.233,2446822158.11883,1,1000
0.75,0.4,0.25,34,1951313.233,2312387416.77148,1,1000
0.75,0.4,0.25,35,1961225.979,2091439538.84941,1,1000
0.75,0.4,0.25,36,1969746.44,2133572401.78819,1,1000
0.75,0.4,0.25,37,1975048.132,2046428056.41499,1,1000
0.75,0.4,0.25,38,1979760.994,1840178211.6356,1,1000
0.75,0.4,0.25,39,1983878.562,1858671346.11027,1,1000
0.75,0.4,0.25,40,1988702.221,1951674786.23439,1,1000
0.75,0.4,0.25,41,1991968.763,1894014529.99282,1,1000
0.75,0.4,0.25,42,1996962.405,1688658998.97995,1,1000
0.75,0.4,0.25,43,1999162.286,1878944566.88909,1,1000
0.75,0.4,0.25,44,2001528.11,1772681827.13103,1,1000
0.75,0.4,0.25,45,2003222.486,1821276502.42022,1,1000
0.75,0.4,0.25,46,2006752.84,1783390349.85626,1,1000
0.75,0.4,0.25,47,2009401.868,1777626008.55914,1,1000
0.75,0.4,0.25,48,2011414.596,1760113317.82461,1,1000
0.75,0.4,0.25,49,2010527.917,1735114025.56768,1,1000
0.75,0.4,0.25,50,2012066.248,1822164901.1997,1,1000
0.75,0.4,0.25,51,2012719.92,1736877702.79239,1,1000
0.75,0.4,0.25,52,2012931.313,1918584564.64968,1,1000
0.75,0.4,0.25,53,2013754.665,1766507964.17695,1,1000
0.75,0.4,0.25,54,2015953.536,1755338064.50721,1,1000
0.75,0.4,0.25,55,2017073.929,1698358630.38835,1,1000
0.75,0.4,0.25,56,2016712.046,1690959473.65554,1,1000
0.75,0.4,0.25,57,2013999.59,1771078585.28118,1,1000
0.75,0.4,0.25,58,2015508.025,1690756191.83421,1,1000
0.75,0.4,0.25,59,2014937.88,1570344529.56316,1,1000
0.75,0.4,0.25,60,2015938.891,1706231118.47359,1,1000
0.75,0.4,0.25,61,2017851.932,1722769061.94532,1,1000
0.75,0.4,0.25,62,2016683.261,1733763053.40629,1,1000
0.75,0.4,0.25,63,2016402.481,1699279290.34598,1,1000
0.75,0.4,0.25,64,2017647.912,1635982434.743,1,1000
0.75,0.4,0.25,65,2018729.016,1698927464.13588,1,1000
0.75,0.4,0.25,66,2020511.767,1716863268.40512,1,1000
0.75,0.4,0.25,67,2018694.676,1777273056.49152,1,1000
0.75,0.4,0.25,68,2020169.175,1693436001.68206,1,1000
0.75,0.4,0.25,69,2020065.044,1790333144.98305,1,1000
0.75,0.4,0.25,70,2018788.101,1825937123.81261,1,1000
0.75,0.4,0.25,71,2018883.647,1832574790.87527,1,1000
0.75,0.4,0.25,72,2018911.523,1727929390.40187,1,1000
0.75,0.4,0.25,73,2017827.995,1719985769.63061,1,1000
0.75,0.4,0.25,74,2018152.003,1741959732.66165,1,1000
0.75,0.4,0.25,75,2019684.274,1699598863.32225,1,1000
0.75,0.4,0.25,76,2019884.153,1774823786.86446,1,1000
0.75,0.4,0.25,77,2020539.34,1763487882.30871,1,1000
0.75,0.4,0.25,78,2021270.075,1838617665.01439,1,1000
0.75,0.4,0.25,79,2020364.812,1886395974.15481,1,1000
0.75,0.4,0.25,80,2019330.673,1762912373.04311,1,1000
0.75,0.4,0.25,81,2020715.888,1825454432.27173,1,1000
0.75,0.4,0.25,82,2019601.656,1759482171.84551,1,1000
0.75,0.4,0.25,83,2021272.499,1646089319.46947,1,1000
0.75,0.4,0.25,84,2020547.42,1726319575.89149,1,1000
0.75,0.4,0.25,85,2019663.165,1777559609.1269,1,1000
0.75,0.4,0.25,86,2019160.589,1652439611.27135,1,1000
0.75,0.4,0.25,87,2018976.567,1710791036.87038,1,1000
0.75,0.4,0.25,88,2020423.796,1720366051.56595,1,1000
0.75,0.4,0.25,89,2019915.968,1748190766.75773,1,1000
0.75,0.4,0.25,90,2019295.121,1754627983.56793,1,1000
0.75,0.4,0.25,91,2019176.345,1611752169.14312,1,1000
0.75,0.4,0.25,92,2019423.189,1587738856.91019,1,1000
0.75,0.4,0.25,93,2017510.047,1758635169.5103,1,1000
0.75,0.4,0.25,94,2018099.281,1729739174.09413,1,1000
0.75,0.4,0.25,95,2017010.703,1944995594.5053,1,1000
0.75,0.4,0.25,96,2017329.055,1753145973.46544,1,1000
0.75,0.4,0.25,97,2018791.333,1727816910.23435,1,1000
0.75,0.4,0.25,98,2019606.201,1762565671.05365,1,1000
0.75,0.4,0.25,99,2019083.425,1618552492.71309,1,1000
0.75,0.4,0.25,100,2019083.829,1635089820.72448,1,1000
0.75,0.4,0.5,0,2020000,0,1,1000
0.75,0.4,0.5,1,483960.993,334628791.976928,1,1000
0.75,0.4,0.5,2,278095.42,291803368.852452,1,1000
0.75,0.4,0.5,3,219017.288,326210925.806863,1,1000
0.75,0.4,0.5,4,208369.262,487671458.28364,1,1000
0.75,0.4,0.5,5,226250.201,825583378.208808,1,1000
0.75,0.4,0.5,6,269065.313,1446180686.31535,1,1000
0.75,0.4,0.5,7,340825.51,2554887931.11101,1,1000
0.75,0.4,0.5,8,446854.906,4542341087.01818,1,1000
0.75,0.4,0.5,9,593281.979,7472818631.27383,1,1000
0.75,0.4,0.5,10,782461.746,11211332411.6331,1,1000
0.75,0.4,0.5,11,1002903.437,14196256407.2373,1,1000
0.75,0.4,0.5,12,1237389.683,14670074196.0446,1,1000
0.75,0.4,0.5,13,1455179.619,11668688348.178,1,1000
0.75,0.4,0.5,14,1633847.71,7979052978.78669,1,1000
0.75,0.4,0.5,15,1765235.378,4767935717.51663,1,1000
0.75,0.4,0.5,16,1854359.798,3197298490.52772,1,1000
0.75,0.4,0.5,17,1911133.817,2476757638.9885,1,1000
0.75,0.4,0.5,18,1949018.109,2092385490.75187,1,1000
0.75,0.4,0.5,19,1971612.718,1952782916.23871,1,1000
0.75,0.4,0.5,20,1986621.924,1812914647.96018,1,1000
0.75,0.4,0.5,21,1995184.502,1901655438.07007,1,1000
0.75,0.4,0.5,22,2000278.942,1873349783.32596,1,1000
0.75,0.4,0.5,23,2005215.721,1725003491.26242,1,1000
0.75,0.4,0.5,24,2010091.193,1769549473.26101,1,1000
0.75,0.4,0.5,25,2013970.502,1733840492.34234,1,1000
0.75,0.4,0.5,26,2015538.123,1766883449.77364,1,1000
0.75,0.4,0.5,27,2014501.055,1825500206.26224,1,1000
0.75,0.4,0.5,28,2016281.685,1719362934.76054,1,1000
0.75,0.4,0.5,29,2015533.275,1678127343.623,1,1000
0.75,0.4,0.5,30,2018529.44,1798094310.1986,1,1000
0.75,0.4,0.5,31,2018978.688,1897857936.20486,1,1000
0.75,0.4,0.5,32,2019066.659,1612602946.26699,1,1000
0.75,0.4,0.5,33,2019774.366,1613764719.92997,1,1000
0.75,0.4,0.5,34,2020903.95,1728633169.83934,1,1000
0.75,0.4,0.5,35,2018056.255,1668102350.18616,1,1000
0.75,0.4,0.5,36,2018511.765,1690571526.16394,1,1000
0.75,0.4,0.5,37,2019476.82,1788402494.28789,1,1000
0.75,0.4,0.5,38,2018981.011,1810473654.39728,1,1000
0.75,0.4,0.5,39,2017905.765,1695257941.1269,1,1000
0.75,0.4,0.5,40,2017685.989,1684311423.70058,1,1000
0.75,0.4,0.5,41,2018474.294,1694141896.47404,1,1000
0.75,0.4,0.5,42,2019620.644,1694041680.58385,1,1000
0.75,0.4,0.5,43,2020521.968,1817863515.06804,1,1000
0.75,0.4,0.5,44,2020059.893,1833477187.87743,1,1000
0.75,0.4,0.5,45,2020126.957,1721083015.08624,1,1000
0.75,0.4,0.5,46,2020361.075,1719701125.99137,1,1000
0.75,0.4,0.5,47,2020829.311,1806472323.89017,1,1000
0.75,0.4,0.5,48,2019886.577,1659761229.34542,1,1000
0.75,0.4,0.5,49,2020933.442,1777172794.77341,1,1000
0.75,0.4,0.5,50,2018764.467,1761057494.68159,1,1000
0.75,0.4,0.5,51,2020213.11,1704264894.42032,1,1000
0.75,0.4,0.5,52,2019388.142,1887139689.13897,1,1000
0.75,0.4,0.5,53,2020813.252,1852285033.44394,1,1000
0.75,0.4,0.5,54,2020012.625,1698184357.85223,1,1000
0.75,0.4,0.5,55,2020443.188,1652648565.09375,1,1000
0.75,0.4,0.5,56,2019425.714,1776842032.8931,1,1000
0.75,0.4,0.5,57,2019481.769,1856099988.34198,1,1000
0.75,0.4,0.5,58,2018732.248,1896699636.03853,1,1000
0.75,0.4,0.5,59,2019836.683,1887606052.25877,1,1000
0.75,0.4,0.5,60,2019626.502,1646769473.92192,1,1000
0.75,0.4,0.5,61,2020689.325,1717173422.34572,1,1000
0.75,0.4,0.5,62,2019685.183,1753785668.43394,1,1000
0.75,0.4,0.5,63,2019346.732,1695921059.23541,1,1000
0.75,0.4,0.5,64,2019933.441,1607484595.02755,1,1000
0.75,0.4,0.5,65,2020312.595,1780422334.44342,1,1000
0.75,0.4,0.5,66,2020680.437,1862327744.71074,1,1000
0.75,0.4,0.5,67,2018854.559,1868983033.21974,1,1000
0.75,0.4,0.5,68,2018959.599,1824694903.41962,1,1000
0.75,0.4,0.5,69,2020966.267,1573849363.52323,1,1000
0.75,0.4,0.5,70,2020031.31,1714451067.74164,1,1000
0.75,0.4,0.5,71,2020306.737,1777655930.01184,1,1000
0.75,0.4,0.5,72,2019781.537,1754293442.55919,1,1000
0.75,0.4,0.5,73,2019163.922,1817390970.23415,1,1000
0.75,0.4,0.5,74,2019990.607,1869326146.58113,1,1000
0.75,0.4,0.5,75,2020300.778,1751336491.09581,1,1000
0.75,0.4,0.5,76,2018545.297,1816775416.72351,1,1000
0.75,0.4,0.5,77,2019316.028,1828771439.67089,1,1000
0.75,0.4,0.5,78,2020913.545,1832685222.91889,1,1000
0.75,0.4,0.5,79,2020939.805,1633924823.80078,1,1000
0.75,0.4,0.5,80,2019853.752,1670563091.98648,1,1000
0.75,0.4,0.5,81,2020050.096,1636028639.73852,1,1000
0.75,0.4,0.5,82,2018105.139,1830824361.44112,1,1000
0.75,0.4,0.5,83,2017043.629,1781177551.37674,1,1000
0.75,0.4,0.5,84,2019956.166,1799799247.99244,1,1000
0.75,0.4,0.5,85,2018114.229,1863497142.09465,1,1000
0.75,0.4,0.5,86,2018101.2,1723287013.62563,1,1000
0.75,0.4,0.5,87,2019767.7,1679192879.68368,1,1000
0.75,0.4,0.5,88,2019147.762,1790910393.86122,1,1000
0.75,0.4,0.5,89,2020439.855,1791604621.6296,1,1000
0.75,0.4,0.5,90,2017823.046,1761149501.50339,1,1000
0.75,0.4,0.5,91,2020182.709,1964591929.20552,1,1000
0.75,0.4,0.5,92,2020112.615,1841128575.30208,1,1000
0.75,0.4,0.5,93,2019306.837,1817641670.93937,1,1000
0.75,0.4,0.5,94,2017419.854,1797289743.17586,1,1000
0.75,0.4,0.5,95,2016538.528,1748809343.96118,1,1000
0.75,0.4,0.5,96,2017113.925,1680321161.08446,1,1000
0.75,0.4,0.5,97,2016794.765,1690139265.17095,1,1000
0.75,0.4,0.5,98,2017557.618,1679240881.3214,1,1000
0.75,0.4,0.5,99,2018679.728,1693759875.17119,1,1000
0.75,0.4,0.5,100,2020111.403,1615868118.61721,1,1000
0.75,0.4,1,0,2020000,0,1,1000
0.75,0.4,1,1,483929.784,318765714.091435,1,1000
0.75,0.4,1,2,349065.393,410949422.727278,1,1000
0.75,0.4,1,3,373609.201,741322934.407006,1,1000
0.75,0.4,1,4,476492.548,1520930955.97968,1,1000
0.75,0.4,1,5,645928.734,2834819898.40565,1,1000
0.75,0.4,1,6,878821.907,4376931369.49384,1,1000
0.75,0.4,1,7,1151752.49,5309921382.52843,1,1000
0.75,0.4,1,8,1423159.084,4835938608.36331,1,1000
0.75,0.4,1,9,1648577.146,3780852034.84753,1,1000
0.75,0.4,1,10,1806858.589,2765667797.64773,1,1000
0.75,0.4,1,11,1905960.9,2294248134.26827,1,1000
0.75,0.4,1,12,1960468.075,2003824401.90728,1,1000
0.75,0.4,1,13,1990623.746,1790936989.24673,1,1000
0.75,0.4,1,14,2004842.93,1827311349.64875,1,1000
0.75,0.4,1,15,2012915.658,1810371488.74778,1,1000
0.75,0.4,1,16,2017926.773,1766705709.34682,1,1000
0.75,0.4,1,17,2017976.061,1785412466.60789,1,1000
0.75,0.4,1,18,2020318.554,1813998413.43252,1,1000
0.75,0.4,1,19,2020506.01,1750479059.61151,1,1000
0.75,0.4,1,20,2020709.222,1655424626.43115,1,1000
0.75,0.4,1,21,2021476.216,1724823030.41576,1,1000
0.75,0.4,1,22,2020860.621,1724599170.18554,1,1000
0.75,0.4,1,23,2018751.64,1747653438.77317,1,1000
0.75,0.4,1,24,2018054.336,1800513488.11122,1,1000
0.75,0.4,1,25,2016326.933,1697893531.6922,1,1000
0.75,0.4,1,26,2017610.441,1755467836.90142,1,1000
0.75,0.4,1,27,2019355.317,1929926560.08059,1,1000
0.75,0.4,1,28,2021120.292,1774344412.82356,1,1000
0.75,0.4,1,29,2019049.388,1776334544.39585,1,1000
0.75,0.4,1,30,2016837.084,1789324184.18913,1,1000
0.75,0.4,1,31,2017474.495,1848073681.59357,1,1000
0.75,0.4,1,32,2019962.125,1879616862.5279,1,1000
0.75,0.4,1,33,2019679.931,1847551331.82206,1,1000
0.75,0.4,1,34,2020778.407,1831951038.62998,1,1000
0.75,0.4,1,35,2019094.636,1795501360.01752,1,1000
0.75,0.4,1,36,2021689.528,1757257099.41863,1,1000
0.75,0.4,1,37,2021335.119,1799485859.74258,1,1000
0.75,0.4,1,38,2020143.925,1926138262.64202,1,1000
0.75,0.4,1,39,2020095.95,1900176861.87538,1,1000
0.75,0.4,1,40,2021111.404,1809513993.58637,1,1000
0.75,0.4,1,41,2020452.682,1682085712.51139,1,1000
0.75,0.4,1,42,2018696.494,1758251683.11308,1,1000
0.75,0.4,1,43,2018694.878,1769927700.25137,1,1000
0.75,0.4,1,44,2019592.768,1691589626.81899,1,1000
0.75,0.4,1,45,2018177.96,1793659091.03143,1,1000
0.75,0.4,1,46,2018595.393,1741337252.73328,1,1000
0.75,0.4,1,47,2018683.566,1728812655.81146,1,1000
0.75,0.4,1,48,2018217.35,1737502648.31982,1,1000
0.75,0.4,1,49,2019781.84,1845327166.24264,1,1000
0.75,0.4,1,50,2018487.121,1698082359.9423,1,1000
0.75,0.4,1,51,2018275.324,1769720150.31734,1,1000
0.75,0.4,1,52,2020118.978,1808073869.01453,1,1000
0.75,0.4,1,53,2019067.871,1905078560.40677,1,1000
0.75,0.4,1,54,2018696.494,1808017327.98595,1,1000
0.75,0.4,1,55,2019877.184,1769496393.27142,1,1000
0.75,0.4,1,56,2019099.383,1853191102.95927,1,1000
0.75,0.4,1,57,2020225.331,1553454696.47992,1,1000
0.75,0.4,1,58,2020767.095,1613174692.97695,1,1000
0.75,0.4,1,59,2021369.257,1680714419.09004,1,1000
0.75,0.4,1,60,2022761.138,1932560781.41437,1,1000
0.75,0.4,1,61,2019571.659,1811718889.54827,1,1000
0.75,0.4,1,62,2019810.221,1825084358.60677,1,1000
0.75,0.4,1,63,2019066.457,2004711139.15931,1,1000
0.75,0.4,1,64,2018462.073,1971879169.80748,1,1000
0.75,0.4,1,65,2018829.612,1858451654.96442,1,1000
0.75,0.4,1,66,2017535.499,1803569620.86486,1,1000
0.75,0.4,1,67,2018175.132,1805032736.07065,1,1000
0.75,0.4,1,68,2018130.894,1857808999.19396,1,1000
0.75,0.4,1,69,2017769.718,1829676145.4279,1,1000
0.75,0.4,1,70,2017905.159,1880930162.59031,1,1000
0.75,0.4,1,71,2018274.617,1750075861.88019,1,1000
0.75,0.4,1,72,2018142.812,1619667455.69235,1,1000
0.75,0.4,1,73,2018113.118,1742902146.63471,1,1000
0.75,0.4,1,74,2020412.787,1744872936.48812,1,1000
0.75,0.4,1,75,2019935.764,1665945645.66797,1,1000
0.75,0.4,1,76,2020231.189,1610893002.97826,1,1000
0.75,0.4,1,77,2020351.581,1689909542.1636,1,1000
0.75,0.4,1,78,2019423.088,1586104936.26252,1,1000
0.75,0.4,1,79,2019550.752,1778036784.34684,1,1000
0.75,0.4,1,80,2019284.718,1674217337.09357,1,1000
0.75,0.4,1,81,2021973.136,1829580603.495,1,1000
0.75,0.4,1,82,2021382.69,1810037439.83774,1,1000
0.75,0.4,1,83,2020466.418,1879015888.85013,1,1000
0.75,0.4,1,84,2019369.659,1885490887.75447,1,1000
0.75,0.4,1,85,2019760.125,1852132611.50088,1,1000
0.75,0.4,1,86,2019559.539,1781336633.06154,1,1000
0.75,0.4,1,87,2020218.362,1846314277.45441,1,1000
0.75,0.4,1,88,2020919.201,1797601745.86647,1,1000
0.75,0.4,1,89,2021368.348,1945074824.36526,1,1000
0.75,0.4,1,90,2022472.076,1978919595.23346,1,1000
0.75,0.4,1,91,2022456.825,1839262554.05843,1,1000
0.75,0.4,1,92,2023261.593,1811409430.9503,1,1000
0.75,0.4,1,93,2022056.36,1705437636.71111,1,1000
0.75,0.4,1,94,2020818.201,1711785317.7003,1,1000
0.75,0.4,1,95,2021553.178,1776637356.43475,1,1000
0.75,0.4,1,96,2020709.929,1833903575.46342,1,1000
0.75,0.4,1,97,2018676.294,1747470008.29186,1,1000
0.75,0.4,1,98,2017387.13,1850638248.98809,1,1000
0.75,0.4,1,99,2017703.159,1726985166.31804,1,1000
0.75,0.4,1,100,2017646.498,1831244317.07707,1,1000
0.964285714285714,0.1,0.25,0,2020000,0,1,1000
0.964285714285714,0.1,0.25,1,328365.342,2004050493.04208,1,1000
0.964285714285714,0.1,0.25,2,132180.013,1024484904.76159,1,1000
0.964285714285714,0.1,0.25,3,63606.366,579361243.291335,1,1000
0.964285714285714,0.1,0.25,4,33011.1112224449,361839704.780997,1,998
0.964285714285714,0.1,0.25,5,19565.4773445732,242724082.357345,1,949
0.964285714285714,0.1,0.25,6,13833.9594240838,190870099.567159,1,764
0.964285714285714,0.1,0.25,7,12199.7267552182,187200482.993636,1,527
0.964285714285714,0.1,0.25,8,12414.4356725146,211133613.23192,1,342
0.964285714285714,0.1,0.25,9,14717.6238095238,332424546.886512,1,210
0.964285714285714,0.1,0.25,10,17307.2206896552,772136454.645402,1,145
0.964285714285714,0.1,0.25,11,25109.4329896907,1687129481.93557,1,97
0.964285714285714,0.1,0.25,12,33926.4459459459,4113634905.20937,1,74
0.964285714285714,0.1,0.25,13,43689.7142857143,8920380186.69124,1,63
0.964285714285714,0.1,0.25,14,67188.3076923077,22556136615.3152,1,52
0.964285714285714,0.1,0.25,15,103889.977272727,50231395643.046,1,44
0.964285714285714,0.1,0.25,16,134264.35,67454200150.1308,1,40
0.964285714285714,0.1,0.25,17,158115.5,79786642742.2568,1,38
0.964285714285714,0.1,0.25,18,194384.054054054,100986464790.275,1,37
